Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024,Mart,4,2024-03-04,Alışveriş,423.68,Giyim,H&M
2024,Mart,3,2024-03-03,ATM Çekimi,446.59,Seyahat,Uçak
2024,Mart,25,2024-03-25,Fatura Ödemesi,285.09,Seyahat,Uçak
2024,Mart,12,2024-03-12,Kafe,462.34,Giyim,Zara
2024,Mart,16,2024-03-16,Seyahat,255.2,Seyahat,Otobüs
2024,Mart,14,2024-03-14,Seyahat,63.55,Fatura Ödemesi,Su
2024,Mart,17,2024-03-17,Fatura Ödemesi,56.33,Kafe,Kahve Dünyası
2024,Nisan,10,2024-04-10,Eğitim,368.73,Spor,Ekipman
2024,Nisan,14,2024-04-14,Restoran,3213.32,Eğitim,Seminer
2024,Nisan,4,2024-04-04,Restoran,382.77,Spor,Üyelik
2024,Nisan,6,2024-04-06,Alışveriş,223.61,Restoran,Cafe
2024,Nisan,24,2024-04-24,Fatura Ödemesi,332.92,Eğitim,Kitap
2024,Nisan,18,2024-04-18,Alışveriş,1074.49,Restoran,Fast Food
2024,Nisan,4,2024-04-04,Spor,3987.87,Eğitim,Seminer
2024,Nisan,14,2024-04-14,Spor,1539.63,Restoran,Cafe
2024,Nisan,3,2024-04-03,Fatura Ödemesi,284.28,Fatura Ödemesi,Telefon
2024,Nisan,20,2024-04-20,Fatura Ödemesi,3760.1,Spor,Ekipman
2024,Nisan,2,2024-04-02,Fatura Ödemesi,467.8,ATM,ATM Çekimi
2024,Nisan,3,2024-04-03,Fatura Ödemesi,4713.17,ATM,ATM Çekimi
2024,Nisan,23,2024-04-23,Alışveriş,309.26,Spor,Spor Salonu
2024,Nisan,29,2024-04-29,Eğitim,2165.3,Restoran,Unusual Expense
2024,Nisan,7,2024-04-07,Restoran,103.29,ATM,ATM Çekimi
2024,Nisan,29,2024-04-29,Fatura Ödemesi,28.03,Fatura Ödemesi,Su
2024,Nisan,9,2024-04-09,Eğitim,258.57,Fatura Ödemesi,İnternet
2024,Nisan,3,2024-04-03,Fatura Ödemesi,2170.9,Fatura Ödemesi,Telefon
2024,Nisan,19,2024-04-19,Alışveriş,457.57,Spor,Üyelik
2024,Nisan,20,2024-04-20,Eğitim,264.25,Eğitim,Kitap
2024,Nisan,5,2024-04-05,Restoran,282.05,Restoran,Fine Dining
2024,Nisan,21,2024-04-21,Fatura Ödemesi,499.54,Eğitim,Seminer
2024,Nisan,13,2024-04-13,Restoran,199.68,ATM,ATM Çekimi
2024,Nisan,19,2024-04-19,Restoran,1366.15,Eğitim,Seminer
2024,Nisan,20,2024-04-20,Spor,413.86,Spor,Spor Salonu
2024,Nisan,19,2024-04-19,Restoran,161.74,Spor,Spor Salonu
2024,Nisan,10,2024-04-10,Restoran,228.47,Restoran,Fast Food
2024,Nisan,30,2024-04-30,Restoran,461.75,ATM,ATM Çekimi
2024,Nisan,25,2024-04-25,Fatura Ödemesi,125.0,Spor,Üyelik
2024,Nisan,12,2024-04-12,Fatura Ödemesi,2435.16,Spor,Unusual Expense
2024,Nisan,19,2024-04-19,Alışveriş,415.63,Spor,Üyelik
2024,Nisan,12,2024-04-12,Eğitim,111.66,Restoran,Fine Dining
2024,Nisan,12,2024-04-12,Spor,1365.83,Eğitim,Kurs
2024,Nisan,16,2024-04-16,Restoran,3446.39,Fatura Ödemesi,Su
2024,Nisan,25,2024-04-25,Spor,38.03,Spor,Unusual Expense
2024,Nisan,30,2024-04-30,Restoran,2290.46,Fatura Ödemesi,Su
2024,Nisan,26,2024-04-26,Restoran,396.18,ATM,ATM Çekimi
2024,Nisan,16,2024-04-16,Alışveriş,424.32,Spor,Ekipman
2024,Nisan,29,2024-04-29,Spor,114.27,Eğitim,Kitap
2024,Nisan,3,2024-04-03,Restoran,31.8,Eğitim,Kitap
2024,Nisan,3,2024-04-03,Restoran,250.63,Eğitim,Kitap
2024,Nisan,26,2024-04-26,Restoran,346.64,Restoran,Fine Dining
2024,Nisan,1,2024-04-01,Restoran,214.51,Restoran,Fine Dining
2024,Nisan,1,2024-04-01,Eğitim,467.07,Fatura Ödemesi,Telefon
2024,Nisan,29,2024-04-29,Alışveriş,110.28,Eğitim,Kitap
2024,Nisan,10,2024-04-10,Eğitim,3289.19,Spor,Üyelik
2024,Nisan,19,2024-04-19,Eğitim,206.13,Fatura Ödemesi,Su
2024,Nisan,27,2024-04-27,Spor,233.16,Spor,Ekipman
2024,Nisan,13,2024-04-13,Restoran,362.1,Restoran,Unusual Expense
2024,Nisan,21,2024-04-21,Eğitim,1130.66,Spor,Üyelik
2024,Nisan,19,2024-04-19,Alışveriş,472.65,ATM,ATM Çekimi
2024,Nisan,18,2024-04-18,Eğitim,1485.89,Spor,Üyelik
2024,Nisan,10,2024-04-10,Eğitim,1635.66,Restoran,Fast Food
2024,Nisan,14,2024-04-14,Spor,2913.17,Restoran,Fast Food
2024,Nisan,20,2024-04-20,Alışveriş,499.3,Spor,Unusual Expense
2024,Nisan,4,2024-04-04,Restoran,356.79,Restoran,Cafe
2024,Nisan,11,2024-04-11,Alışveriş,275.99,Fatura Ödemesi,Telefon
2024,Nisan,3,2024-04-03,Fatura Ödemesi,308.38,ATM,ATM Çekimi
2024,Nisan,26,2024-04-26,Spor,3244.58,Restoran,Unusual Expense
2024,Nisan,30,2024-04-30,Eğitim,247.93,Spor,Spor Salonu
2024,Nisan,16,2024-04-16,Alışveriş,472.28,ATM,ATM Çekimi
2024,Nisan,16,2024-04-16,Eğitim,4322.07,Spor,Ekipman
2024,Nisan,9,2024-04-09,Fatura Ödemesi,249.34,Eğitim,Seminer
2024,Nisan,2,2024-04-02,Alışveriş,94.27,Spor,Üyelik
2024,Nisan,19,2024-04-19,Restoran,4056.52,Fatura Ödemesi,Unusual Expense
2024,Nisan,27,2024-04-27,Spor,10.48,ATM,ATM Çekimi
2024,Nisan,13,2024-04-13,Alışveriş,293.47,ATM,ATM Çekimi
2024,Nisan,3,2024-04-03,Alışveriş,29.73,Restoran,Cafe
2024,Nisan,17,2024-04-17,Eğitim,324.06,Fatura Ödemesi,Telefon
2024,Nisan,7,2024-04-07,Fatura Ödemesi,40.1,Spor,Ekipman
2024,Nisan,19,2024-04-19,Spor,389.17,Eğitim,Seminer
2024,Nisan,26,2024-04-26,Eğitim,292.29,Eğitim,Kurs
2024,Nisan,27,2024-04-27,Spor,450.93,Fatura Ödemesi,Telefon
2024,Nisan,13,2024-04-13,Restoran,392.48,ATM,ATM Çekimi
2024,Nisan,29,2024-04-29,Eğitim,190.2,Spor,Üyelik
2024,Nisan,28,2024-04-28,Spor,109.26,Restoran,Fine Dining
2024,Nisan,12,2024-04-12,Restoran,454.45,Fatura Ödemesi,İnternet
2024,Nisan,5,2024-04-05,Eğitim,4621.74,Eğitim,Unusual Expense
2024,Nisan,10,2024-04-10,Spor,322.78,Restoran,Fast Food
2024,Nisan,2,2024-04-02,Spor,3053.22,Spor,Spor Salonu
2024,Nisan,29,2024-04-29,Spor,314.51,ATM,ATM Çekimi
2024,Nisan,6,2024-04-06,Fatura Ödemesi,59.69,Restoran,Cafe
2024,Nisan,21,2024-04-21,Fatura Ödemesi,336.94,Restoran,Cafe
2024,Nisan,9,2024-04-09,Eğitim,109.74,Restoran,Fine Dining
2024,Nisan,12,2024-04-12,Alışveriş,4149.43,ATM,ATM Çekimi
2024,Nisan,15,2024-04-15,Eğitim,351.11,ATM,ATM Çekimi
2024,Nisan,22,2024-04-22,Eğitim,352.16,ATM,ATM Çekimi
2024,Nisan,20,2024-04-20,Fatura Ödemesi,1233.36,Eğitim,Kurs
2024,Nisan,13,2024-04-13,Spor,218.25,ATM,Unusual Expense
2024,Nisan,29,2024-04-29,Restoran,4535.85,ATM,ATM Çekimi
2024,Nisan,16,2024-04-16,Restoran,258.43,ATM,ATM Çekimi
2024,Nisan,22,2024-04-22,Fatura Ödemesi,4389.59,Fatura Ödemesi,Unusual Expense
2024,Nisan,2,2024-04-02,Spor,62.49,Spor,Üyelik
2024,Nisan,21,2024-04-21,Fatura Ödemesi,318.57,Spor,Ekipman
2024,Nisan,19,2024-04-19,Eğitim,255.86,Restoran,Unusual Expense
2024,Nisan,5,2024-04-05,Eğitim,429.62,ATM,ATM Çekimi
2024,Nisan,5,2024-04-05,Spor,269.17,Fatura Ödemesi,Unusual Expense
2024,Nisan,29,2024-04-29,Eğitim,17.04,Fatura Ödemesi,Telefon
2024,Nisan,26,2024-04-26,Eğitim,4612.77,Restoran,Fast Food
2024,Nisan,6,2024-04-06,Restoran,321.67,ATM,ATM Çekimi
2024,Nisan,1,2024-04-01,Eğitim,320.5,Spor,Ekipman
2024,Nisan,21,2024-04-21,Restoran,255.96,ATM,Unusual Expense
2024,Nisan,22,2024-04-22,Restoran,238.09,Spor,Üyelik
2024,Nisan,24,2024-04-24,Restoran,1282.35,Eğitim,Seminer
2024,Nisan,19,2024-04-19,Restoran,1975.58,Spor,Spor Salonu
2024,Nisan,19,2024-04-19,Alışveriş,287.41,Fatura Ödemesi,Telefon
2024,Nisan,1,2024-04-01,Alışveriş,495.46,Fatura Ödemesi,İnternet
2024,Nisan,13,2024-04-13,Fatura Ödemesi,1058.11,Eğitim,Seminer
2024,Nisan,19,2024-04-19,Eğitim,370.7,Eğitim,Seminer
2024,Nisan,6,2024-04-06,Alışveriş,429.76,Eğitim,Kurs
2024,Nisan,30,2024-04-30,Spor,270.57,Restoran,Fine Dining
2024,Nisan,8,2024-04-08,Eğitim,430.44,Eğitim,Kurs
2024,Nisan,7,2024-04-07,Alışveriş,413.61,Fatura Ödemesi,İnternet
2024,Nisan,1,2024-04-01,Fatura Ödemesi,264.45,Eğitim,Seminer
2024,Nisan,28,2024-04-28,Eğitim,440.54,Spor,Üyelik
2024,Nisan,19,2024-04-19,Restoran,1173.25,Spor,Ekipman
2024,Nisan,18,2024-04-18,Eğitim,340.72,Fatura Ödemesi,Telefon
2024,Nisan,29,2024-04-29,Eğitim,286.65,Eğitim,Kurs
2024,Nisan,4,2024-04-04,Spor,2652.06,Restoran,Unusual Expense
2024,Nisan,3,2024-04-03,Fatura Ödemesi,335.95,Eğitim,Seminer
2024,Nisan,10,2024-04-10,Spor,140.53,Fatura Ödemesi,Unusual Expense
2024,Nisan,24,2024-04-24,Fatura Ödemesi,366.77,Fatura Ödemesi,Unusual Expense
2024,Nisan,4,2024-04-04,Spor,54.24,Fatura Ödemesi,Unusual Expense
2024,Nisan,10,2024-04-10,Fatura Ödemesi,454.09,Eğitim,Kurs
2024,Nisan,17,2024-04-17,Spor,1666.3,ATM,ATM Çekimi
2024,Nisan,11,2024-04-11,Spor,236.94,Spor,Ekipman
2024,Nisan,14,2024-04-14,Spor,73.82,Spor,Unusual Expense
2024,Nisan,29,2024-04-29,Eğitim,199.19,ATM,ATM Çekimi
2024,Nisan,18,2024-04-18,Eğitim,65.95,Spor,Spor Salonu
2024,Nisan,2,2024-04-02,Spor,83.82,ATM,ATM Çekimi
2024,Nisan,26,2024-04-26,Restoran,410.64,Eğitim,Seminer
2024,Nisan,23,2024-04-23,Fatura Ödemesi,298.72,Restoran,Fine Dining
2024,Nisan,18,2024-04-18,Alışveriş,457.04,Fatura Ödemesi,Su
2024,Nisan,11,2024-04-11,Alışveriş,57.95,Spor,Ekipman
2024,Nisan,23,2024-04-23,Alışveriş,208.45,Eğitim,Kitap
2024,Nisan,20,2024-04-20,Spor,284.99,Spor,Unusual Expense
2024,Nisan,12,2024-04-12,Eğitim,309.36,Restoran,Fast Food
2024,Nisan,3,2024-04-03,Alışveriş,248.63,ATM,ATM Çekimi
2024,Nisan,15,2024-04-15,Spor,217.61,ATM,ATM Çekimi
2024,Nisan,15,2024-04-15,Restoran,1785.08,ATM,ATM Çekimi
2024,Nisan,10,2024-04-10,Eğitim,3926.1,Spor,Unusual Expense
2024,Nisan,20,2024-04-20,Eğitim,137.04,Spor,Ekipman
2024,Nisan,18,2024-04-18,Restoran,4092.03,Restoran,Unusual Expense
2024,Nisan,3,2024-04-03,Spor,84.28,Eğitim,Kitap
2024,Nisan,17,2024-04-17,Fatura Ödemesi,287.91,Eğitim,Seminer
2024,Nisan,11,2024-04-11,Fatura Ödemesi,311.08,Spor,Spor Salonu
2024,Nisan,18,2024-04-18,Restoran,149.58,ATM,ATM Çekimi
2024,Nisan,3,2024-04-03,Restoran,259.38,Eğitim,Unusual Expense
2024,Nisan,10,2024-04-10,Spor,313.01,Eğitim,Unusual Expense
2024,Nisan,11,2024-04-11,Restoran,1380.28,Fatura Ödemesi,İnternet
2024,Nisan,27,2024-04-27,Eğitim,2938.2,Restoran,Fast Food
2024,Nisan,21,2024-04-21,Fatura Ödemesi,447.67,Restoran,Fine Dining
2024,Nisan,3,2024-04-03,Restoran,150.05,Eğitim,Unusual Expense
2024,Nisan,6,2024-04-06,Alışveriş,331.55,Spor,Üyelik
2024,Nisan,24,2024-04-24,Restoran,112.43,Eğitim,Unusual Expense
2024,Nisan,13,2024-04-13,Restoran,223.08,Eğitim,Kitap
2024,Nisan,27,2024-04-27,Alışveriş,375.77,Restoran,Unusual Expense
2024,Nisan,1,2024-04-01,Spor,211.5,ATM,ATM Çekimi
2024,Nisan,26,2024-04-26,Restoran,113.82,Fatura Ödemesi,İnternet
2024,Nisan,26,2024-04-26,Fatura Ödemesi,473.48,Spor,Ekipman
2024,Nisan,24,2024-04-24,Eğitim,95.12,Restoran,Fine Dining
2024,Nisan,1,2024-04-01,Eğitim,96.35,Fatura Ödemesi,Telefon
2024,Nisan,23,2024-04-23,Restoran,281.99,ATM,ATM Çekimi
2024,Nisan,12,2024-04-12,Eğitim,456.51,Eğitim,Kurs
2024,Nisan,27,2024-04-27,Fatura Ödemesi,1612.79,ATM,ATM Çekimi
2024,Nisan,20,2024-04-20,Restoran,147.87,Restoran,Cafe
2024,Nisan,12,2024-04-12,Alışveriş,322.48,Eğitim,Kitap
2024,Nisan,10,2024-04-10,Alışveriş,390.63,Eğitim,Seminer
2024,Nisan,2,2024-04-02,Alışveriş,472.15,Restoran,Cafe
2024,Nisan,6,2024-04-06,Fatura Ödemesi,305.45,Restoran,Fast Food
2024,Nisan,22,2024-04-22,Fatura Ödemesi,1701.8,Spor,Spor Salonu
2024,Nisan,9,2024-04-09,Alışveriş,358.11,Fatura Ödemesi,İnternet
2024,Nisan,4,2024-04-04,Alışveriş,240.71,Eğitim,Kitap
2024,Nisan,20,2024-04-20,Spor,3302.96,Restoran,Cafe
2024,Nisan,16,2024-04-16,Restoran,486.14,Spor,Ekipman
2024,Nisan,1,2024-04-01,Fatura Ödemesi,239.14,Eğitim,Kurs
2024,Nisan,17,2024-04-17,Fatura Ödemesi,16.58,ATM,ATM Çekimi
2024,Nisan,14,2024-04-14,Alışveriş,151.97,Fatura Ödemesi,Telefon
2024,Nisan,7,2024-04-07,Fatura Ödemesi,4156.97,Spor,Spor Salonu
2024,Nisan,16,2024-04-16,Restoran,375.61,Fatura Ödemesi,İnternet
2024,Nisan,10,2024-04-10,Spor,343.43,ATM,ATM Çekimi
2024,Nisan,6,2024-04-06,Fatura Ödemesi,312.43,ATM,ATM Çekimi
2024,Nisan,6,2024-04-06,Spor,232.58,Eğitim,Kitap
2024,Nisan,28,2024-04-28,Alışveriş,3301.46,Fatura Ödemesi,Su
2024,Nisan,12,2024-04-12,Eğitim,2587.23,Eğitim,Kitap
2024,Nisan,18,2024-04-18,Restoran,378.93,Fatura Ödemesi,Telefon
2024,Nisan,26,2024-04-26,Fatura Ödemesi,295.56,Fatura Ödemesi,Su
2024,Nisan,29,2024-04-29,Restoran,421.44,Spor,Ekipman
2024,Nisan,25,2024-04-25,Fatura Ödemesi,329.76,Restoran,Fast Food
2024,Nisan,5,2024-04-05,Fatura Ödemesi,250.55,Restoran,Fine Dining
2024,Nisan,5,2024-04-05,Alışveriş,55.68,Restoran,Fine Dining
2024,Nisan,5,2024-04-05,Eğitim,252.05,Eğitim,Kurs
2024,Nisan,19,2024-04-19,Fatura Ödemesi,4706.78,Fatura Ödemesi,Telefon
2024,Nisan,7,2024-04-07,Restoran,136.27,Eğitim,Kurs
2024,Nisan,13,2024-04-13,Spor,305.32,Eğitim,Kurs
2024,Nisan,23,2024-04-23,Eğitim,61.57,Restoran,Fast Food
2024,Nisan,4,2024-04-04,Eğitim,149.36,Restoran,Fast Food
2024,Nisan,4,2024-04-04,Restoran,396.37,ATM,ATM Çekimi
2024,Nisan,11,2024-04-11,Spor,380.51,Fatura Ödemesi,Su
2024,Nisan,1,2024-04-01,Eğitim,2258.83,Fatura Ödemesi,Telefon
2024,Nisan,13,2024-04-13,Fatura Ödemesi,2510.13,Restoran,Fast Food
2024,Nisan,1,2024-04-01,Eğitim,479.44,Fatura Ödemesi,İnternet
2024,Nisan,21,2024-04-21,Alışveriş,386.13,Restoran,Cafe
2024,Nisan,12,2024-04-12,Eğitim,398.71,Eğitim,Kitap
2024,Nisan,1,2024-04-01,Spor,397.21,ATM,ATM Çekimi
2024,Nisan,19,2024-04-19,Restoran,323.5,Eğitim,Kurs
2024,Nisan,10,2024-04-10,Spor,438.97,Spor,Ekipman
2024,Nisan,28,2024-04-28,Fatura Ödemesi,253.92,Restoran,Fast Food
2024,Nisan,12,2024-04-12,Fatura Ödemesi,278.48,Fatura Ödemesi,Telefon
2024,Nisan,9,2024-04-09,Restoran,1560.91,Fatura Ödemesi,Telefon
2024,Nisan,25,2024-04-25,Eğitim,351.25,Spor,Ekipman
2024,Nisan,9,2024-04-09,Spor,189.58,Restoran,Fine Dining
2024,Nisan,14,2024-04-14,Fatura Ödemesi,408.33,Restoran,Fast Food
2024,Nisan,29,2024-04-29,Restoran,390.45,Eğitim,Unusual Expense
2024,Nisan,12,2024-04-12,Alışveriş,64.08,Spor,Unusual Expense
2024,Nisan,11,2024-04-11,Eğitim,2129.35,ATM,ATM Çekimi
2024,Nisan,14,2024-04-14,Fatura Ödemesi,199.24,Spor,Unusual Expense
2024,Nisan,4,2024-04-04,Fatura Ödemesi,3934.41,Eğitim,Kurs
2024,Nisan,11,2024-04-11,Spor,92.45,Restoran,Fine Dining
2024,Nisan,8,2024-04-08,Spor,404.57,Fatura Ödemesi,Su
2024,Nisan,18,2024-04-18,Spor,4510.34,Restoran,Fine Dining
2024,Nisan,8,2024-04-08,Spor,387.81,Spor,Üyelik
2024,Nisan,27,2024-04-27,Eğitim,369.11,Restoran,Fast Food
2024,Nisan,27,2024-04-27,Eğitim,499.78,Fatura Ödemesi,Su
2024,Nisan,16,2024-04-16,Restoran,399.15,Restoran,Cafe
2024,Nisan,23,2024-04-23,Alışveriş,92.82,Restoran,Fast Food
2024,Nisan,28,2024-04-28,Alışveriş,2285.76,ATM,ATM Çekimi
2024,Nisan,15,2024-04-15,Fatura Ödemesi,2544.16,Spor,Spor Salonu
2024,Nisan,12,2024-04-12,Fatura Ödemesi,335.6,Restoran,Unusual Expense
2024,Nisan,27,2024-04-27,Spor,320.46,Restoran,Fast Food
2024,Nisan,10,2024-04-10,Spor,237.37,ATM,ATM Çekimi
2024,Nisan,18,2024-04-18,Restoran,4395.25,Fatura Ödemesi,İnternet
2024,Nisan,7,2024-04-07,Eğitim,113.28,Eğitim,Seminer
2024,Nisan,15,2024-04-15,Fatura Ödemesi,287.37,Spor,Spor Salonu
2024,Nisan,11,2024-04-11,Fatura Ödemesi,474.84,ATM,ATM Çekimi
2024,Nisan,18,2024-04-18,Restoran,212.36,Restoran,Cafe
2024,Nisan,15,2024-04-15,Spor,476.95,Spor,Unusual Expense
2024,Nisan,16,2024-04-16,Spor,140.45,Fatura Ödemesi,Telefon
2024,Nisan,23,2024-04-23,Fatura Ödemesi,200.22,Restoran,Cafe
2024,Nisan,14,2024-04-14,Fatura Ödemesi,233.8,Eğitim,Seminer
2024,Nisan,24,2024-04-24,Eğitim,3797.47,ATM,ATM Çekimi
2024,Nisan,13,2024-04-13,Spor,49.83,ATM,ATM Çekimi
2024,Nisan,28,2024-04-28,Alışveriş,120.81,Spor,Spor Salonu
2024,Nisan,3,2024-04-03,Restoran,3341.15,Fatura Ödemesi,İnternet
2024,Nisan,9,2024-04-09,Spor,10.82,ATM,ATM Çekimi
2024,Nisan,18,2024-04-18,Eğitim,47.23,Restoran,Fine Dining
2024,Nisan,19,2024-04-19,Eğitim,193.07,ATM,ATM Çekimi
2024,Nisan,12,2024-04-12,Fatura Ödemesi,79.75,Restoran,Cafe
2024,Nisan,22,2024-04-22,Fatura Ödemesi,276.74,ATM,ATM Çekimi
2024,Nisan,8,2024-04-08,Alışveriş,315.87,Fatura Ödemesi,Unusual Expense
2024,Nisan,28,2024-04-28,Alışveriş,326.23,Spor,Spor Salonu
2024,Nisan,7,2024-04-07,Alışveriş,1251.78,Restoran,Cafe
2024,Nisan,5,2024-04-05,Spor,10.91,Spor,Ekipman
2024,Nisan,4,2024-04-04,Restoran,332.31,Fatura Ödemesi,İnternet
2024,Nisan,1,2024-04-01,Restoran,257.39,Fatura Ödemesi,Telefon
2024,Nisan,5,2024-04-05,Spor,247.32,Spor,Ekipman
2024,Nisan,6,2024-04-06,Alışveriş,151.34,Eğitim,Kurs
2024,Nisan,20,2024-04-20,Alışveriş,2181.49,Eğitim,Seminer
2024,Nisan,15,2024-04-15,Spor,3694.07,Restoran,Fine Dining
2024,Nisan,15,2024-04-15,Spor,248.43,Eğitim,Kurs
2024,Nisan,30,2024-04-30,Eğitim,102.13,Fatura Ödemesi,Telefon
2024,Nisan,23,2024-04-23,Restoran,217.84,Spor,Ekipman
2024,Nisan,14,2024-04-14,Restoran,228.41,Fatura Ödemesi,İnternet
2024,Nisan,25,2024-04-25,Restoran,3245.22,ATM,ATM Çekimi
2024,Nisan,30,2024-04-30,Fatura Ödemesi,3483.17,ATM,ATM Çekimi
2024,Nisan,13,2024-04-13,Fatura Ödemesi,230.3,Spor,Üyelik
2024,Nisan,19,2024-04-19,Fatura Ödemesi,409.61,Spor,Ekipman
2024,Nisan,1,2024-04-01,Spor,380.82,Eğitim,Kitap
2024,Nisan,18,2024-04-18,Restoran,283.15,Spor,Üyelik
2024,Nisan,17,2024-04-17,Restoran,132.86,Fatura Ödemesi,Su
2024,Nisan,11,2024-04-11,Alışveriş,35.37,Restoran,Fine Dining
2024,Nisan,2,2024-04-02,Alışveriş,207.68,Spor,Ekipman
2024,Nisan,18,2024-04-18,Spor,352.8,Spor,Üyelik
2024,Nisan,2,2024-04-02,Fatura Ödemesi,111.32,ATM,ATM Çekimi
2024,Nisan,30,2024-04-30,Restoran,188.93,Restoran,Fine Dining
2024,Nisan,23,2024-04-23,Alışveriş,437.97,ATM,ATM Çekimi
2024,Nisan,23,2024-04-23,Fatura Ödemesi,3335.81,Spor,Ekipman
2024,Nisan,1,2024-04-01,Restoran,2682.2,Fatura Ödemesi,İnternet
2024,Nisan,28,2024-04-28,Fatura Ödemesi,454.02,Eğitim,Seminer
2024,Nisan,13,2024-04-13,Restoran,78.82,ATM,ATM Çekimi
2024,Nisan,7,2024-04-07,Restoran,2470.1,Restoran,Fast Food
2024,Nisan,17,2024-04-17,Fatura Ödemesi,21.3,Eğitim,Seminer
2024,Nisan,3,2024-04-03,Eğitim,4273.46,Eğitim,Kitap
2024,Nisan,18,2024-04-18,Fatura Ödemesi,492.55,Fatura Ödemesi,Telefon
2024,Nisan,6,2024-04-06,Restoran,441.5,Restoran,Cafe
2024,Nisan,17,2024-04-17,Eğitim,36.07,Fatura Ödemesi,Telefon
2024,Nisan,4,2024-04-04,Spor,100.11,Spor,Ekipman
2024,Nisan,8,2024-04-08,Eğitim,387.75,Eğitim,Seminer
2024,Nisan,8,2024-04-08,Eğitim,391.98,Restoran,Unusual Expense
2024,Nisan,14,2024-04-14,Alışveriş,477.31,Restoran,Fast Food
2024,Nisan,22,2024-04-22,Spor,484.93,Fatura Ödemesi,İnternet
2024,Nisan,26,2024-04-26,Restoran,264.46,Restoran,Unusual Expense
2024,Nisan,16,2024-04-16,Alışveriş,62.46,ATM,ATM Çekimi
2024,Nisan,29,2024-04-29,Restoran,1108.53,Eğitim,Kurs
2024,Nisan,3,2024-04-03,Restoran,390.33,Spor,Spor Salonu
2024,Nisan,3,2024-04-03,Fatura Ödemesi,177.72,Fatura Ödemesi,Telefon
2024,Nisan,3,2024-04-03,Alışveriş,2203.67,Restoran,Cafe
2024,Nisan,27,2024-04-27,Alışveriş,50.63,Restoran,Cafe
2024,Nisan,21,2024-04-21,Fatura Ödemesi,376.64,Fatura Ödemesi,Telefon
2024,Nisan,6,2024-04-06,Spor,2032.34,Spor,Spor Salonu
2024,Nisan,16,2024-04-16,Fatura Ödemesi,188.04,Eğitim,Kitap
2024,Nisan,10,2024-04-10,Fatura Ödemesi,422.24,Eğitim,Unusual Expense
2024,Nisan,26,2024-04-26,Eğitim,292.79,Restoran,Fine Dining
2024,Nisan,19,2024-04-19,Spor,1890.3,Restoran,Fine Dining
2024,Nisan,15,2024-04-15,Alışveriş,394.77,Restoran,Cafe
2024,Nisan,6,2024-04-06,Spor,3392.82,ATM,ATM Çekimi
2024,Nisan,13,2024-04-13,Restoran,168.53,Eğitim,Kitap
2024,Nisan,2,2024-04-02,Restoran,471.27,ATM,ATM Çekimi
2024,Nisan,29,2024-04-29,Alışveriş,107.57,ATM,ATM Çekimi
2024,Nisan,14,2024-04-14,Fatura Ödemesi,183.98,Spor,Üyelik
2024,Nisan,14,2024-04-14,Eğitim,3851.76,Fatura Ödemesi,İnternet
2024,Nisan,17,2024-04-17,Fatura Ödemesi,403.68,Eğitim,Kurs
2024,Nisan,26,2024-04-26,Eğitim,33.09,Spor,Ekipman
2024,Nisan,11,2024-04-11,Fatura Ödemesi,476.68,Restoran,Fast Food
2024,Nisan,11,2024-04-11,Fatura Ödemesi,485.9,Fatura Ödemesi,Su
2024,Nisan,1,2024-04-01,Eğitim,285.18,Restoran,Cafe
2024,Nisan,12,2024-04-12,Restoran,100.98,Eğitim,Kitap
2024,Nisan,30,2024-04-30,Eğitim,136.8,Spor,Spor Salonu
2024,Nisan,9,2024-04-09,Spor,2656.68,ATM,ATM Çekimi
2024,Nisan,25,2024-04-25,Alışveriş,198.98,ATM,ATM Çekimi
2024,Nisan,26,2024-04-26,Restoran,316.12,Spor,Spor Salonu
2024,Nisan,5,2024-04-05,Alışveriş,397.77,ATM,ATM Çekimi
2024,Nisan,7,2024-04-07,Eğitim,227.69,ATM,ATM Çekimi
2024,Nisan,22,2024-04-22,Alışveriş,159.85,Eğitim,Kitap
2024,Nisan,18,2024-04-18,Spor,224.69,Spor,Unusual Expense
2024,Nisan,30,2024-04-30,Fatura Ödemesi,2410.86,Fatura Ödemesi,İnternet
2024,Nisan,20,2024-04-20,Restoran,2785.72,Fatura Ödemesi,İnternet
2024,Nisan,7,2024-04-07,Eğitim,447.5,Spor,Ekipman
2024,Nisan,3,2024-04-03,Alışveriş,390.38,Fatura Ödemesi,Telefon
2024,Nisan,8,2024-04-08,Spor,174.65,ATM,ATM Çekimi
2024,Nisan,2,2024-04-02,Fatura Ödemesi,116.23,Eğitim,Kitap
2024,Nisan,28,2024-04-28,Fatura Ödemesi,3048.08,Restoran,Fast Food
2024,Nisan,28,2024-04-28,Eğitim,476.76,Spor,Ekipman
2024,Nisan,13,2024-04-13,Eğitim,495.86,ATM,ATM Çekimi
2024,Nisan,13,2024-04-13,Fatura Ödemesi,41.81,Fatura Ödemesi,Su
2024,Nisan,11,2024-04-11,Restoran,472.96,Eğitim,Kurs
2024,Nisan,4,2024-04-04,Restoran,430.36,Spor,Ekipman
2024,Nisan,16,2024-04-16,Spor,106.69,ATM,ATM Çekimi
2024,Nisan,23,2024-04-23,Alışveriş,275.95,Spor,Ekipman
2024,Nisan,4,2024-04-04,Restoran,134.37,Restoran,Fine Dining
